Entry	Entry name	Status	Protein names	Gene names
A4IJ37	A4IJ37_ARATH	unreviewed	At2g02910 (Transmembrane protein (DUF616))	AT2G02910.1 At2g02910 T17M13.8 T17M13_8
O80609	O80609_ARATH	unreviewed	Uncharacterized protein At2g02910	At2g02910
Q9LNV9	RLP1_ARATH	reviewed	Receptor-like protein 1 (AtRLP1) (Receptor of eMax)	RLP1 REMAX At1g07390 F22G5.27/F22G5.26
Q8VYV9	APF1_ARATH	reviewed	Aspartyl protease family protein 1 (EC 3.4.23.-)	APF1 At2g17760 T17A5.8
P54970	ILL2_ARATH	reviewed	IAA-amino acid hydrolase ILR1-like 2 (EC 3.5.1.-)	ILL2 At5g56660 MIK19.11
Q5HZ30	Q5HZ30_ARATH	unreviewed	At5g56660	
Q3EDG3	CHX5_ARATH	reviewed	Cation/H(+) antiporter 5 (Protein CATION/H+ EXCHANGER 5) (AtCHX5)	CHX5 CHX05 At1g08150 T23G18.2 T6D22.24
Q8VZ13	Y1816_ARATH	reviewed	Uncharacterized protein At1g08160	At1g08160 T23G18.2 T6D22.24
P0CG16	CHX6B_ARATH	reviewed	Cation/H(+) antiporter 6B (Protein CATION/H+ EXCHANGER 6b) (AtCHX6b)	CHX6b CHX06b At1g08135 T23G18.2 T6D22.24
Q8GX92	CHX6A_ARATH	reviewed	Cation/H(+) antiporter 6A (Protein CATION/H+ EXCHANGER 6a) (AtCHX6a)	CHX6a CHX06a At1g08140 T23G18.2 T6D22.24
Q9ZPY2	LAC6_ARATH	reviewed	Laccase-6 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 6) (Diphenol oxidase 6) (Urishiol oxidase 6)	LAC6 At2g46570 F13A10.10
Q9SFB1	Q9SFB1_ARATH	unreviewed	F17A17.37 protein	F17A17.37 At3g08030
Q56ZD9	Q56ZD9_ARATH	unreviewed	Uncharacterized protein At3g08030 (Fragment)	At3g08030
Q9C6U3	Q9C6U3_ARATH	unreviewed	Uncharacterized protein T8G24.2 (Fragment)	T8G24.2 At3g08030
Q9LXD9	PME51_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 51 [Includes: Pectinesterase inhibitor 51 (Pectin methylesterase inhibitor 51); Pectinesterase 51 (PE 51) (EC 3.1.1.11) (Pectin methylesterase 51) (AtPME51)]	PME51 ARATH51 At5g09760 F17I14.50
A0MEG5	A0MEG5_ARATH	unreviewed	Uncharacterized protein (Fragment)	
Q1PFD0	Q1PFD0_ARATH	unreviewed	Multi-copper oxidase type I family protein (SKU5 similar 18)	sks18 SKU5 similar 18 At1g75790 F10A5.2 F10A5_2
Q8L8N6	Q8L8N6_ARATH	unreviewed	Pectinesterase, putative	
Q9LQT5	Q9LQT5_ARATH	unreviewed	T4O12.2	
Q9LR17	Q9LR17_ARATH	unreviewed	F10A5.2	
O23244	PPA25_ARATH	reviewed	Purple acid phosphatase 25 (EC 3.1.3.2)	PAP25 AT7 ATH2 At4g36350 C7A10.1010 F23E13.190
Q9FII5	TDR_ARATH	reviewed	Leucine-rich repeat receptor-like protein kinase TDR (EC 2.7.11.1) (Protein PHLOEM INTERCALATED WITH XYLEM) (Tracheary element differentiation inhibitory factor receptor) (AtTDR) (TDIF receptor)	TDR PXY At5g61480 MCI2.4
Q8GUJ0	Q8GUJ0_ARATH	unreviewed	At5g16520 (Transmembrane protein)	MQK4.27 MQK4_27 At5g16520
Q9FFD1	Q9FFD1_ARATH	unreviewed	Uncharacterized protein	
B3H5Q1	BGL11_ARATH	reviewed	Beta-glucosidase 11 (AtBGLU11) (EC 3.2.1.21)	BGLU11 At1g02850 F22D16.15
Q570I7	Q570I7_ARATH	unreviewed	Similar to beta-glucosidases	At1g02850
Q8H7E1	Q8H7E1_ARATH	unreviewed	Amine oxidase (EC 1.4.3.-)	
Q8L742	Q8L742_ARATH	unreviewed	Amine oxidase (EC 1.4.3.-)	At4g12290 T4C9.130 T4C9_130
Q9STI2	Q9STI2_ARATH	unreviewed	Amine oxidase (EC 1.4.3.-)	T4C9.130 At4g12290
Q9STI3	Q9STI3_ARATH	unreviewed	Amine oxidase (EC 1.4.3.-)	At4g12280 T4C9.120 T4C9_120
O64481	SBT25_ARATH	reviewed	Subtilisin-like protease SBT2.5 (EC 3.4.21.-) (Subtilase subfamily 2 member 5) (AtSBT2.5) (Subtilisin-like serine protease 3) (At-SLP3)	SBT2.5 SLP3 At2g19170
Q8GW95	Q8GW95_ARATH	unreviewed	Putative ankyrin	At5g64030/MBM17_13
Q8L7V3	PMTQ_ARATH	reviewed	Probable methyltransferase PMT26 (EC 2.1.1.-)	At5g64030 MBM17.13
O81877	O81877_ARATH	unreviewed	Uncharacterized protein AT4g33600 (Uncharacterized protein T16L1.90)	T16L1.90 At4g33600
Q8GXN3	Q8GXN3_ARATH	unreviewed	Transmembrane protein	At4g33600 At4g33600/T16L1_90 T16L1.90 T16L1_90
Q8VYX0	ILL6_ARATH	reviewed	IAA-amino acid hydrolase ILR1-like 6 (EC 3.5.1.-) (Protein gr1) (jasmonoyl-L-amino acid hydrolase) (EC 3.5.1.127)	ILL6 GR1 At1g44350 T18F15.9
Q0WNN8	Q0WNN8_ARATH	unreviewed	IAA-amino acid hydrolase	At1g44350
Q8L707	IRX14_ARATH	reviewed	Probable beta-1,4-xylosyltransferase IRX14 (EC 2.4.2.-) (Protein IRREGULAR XYLEM 14) (Xylan xylosyltransferase IRX14)	IRX14 At4g36890 AP22.51 C7A10.470
O22959	PER19_ARATH	reviewed	Peroxidase 19 (Atperox P19) (EC 1.11.1.7) (ATP51)	PER19 P19 At2g34060 T14G11.18
P56759	ATPF_ARATH	reviewed	ATP synthase subunit b, chloroplastic (ATP synthase F(0) sector subunit b) (ATPase subunit I)	atpF AtCg00130
Q3ZVD7	Q3ZVD7_ARATH	unreviewed	ATPase I subunit (Fragment)	atpF
Q3ZVD8	Q3ZVD8_ARATH	unreviewed	ATPase I subunit (Fragment)	atpF
Q9SGZ5	BXL7_ARATH	reviewed	Probable beta-D-xylosidase 7 (AtBXL7) (EC 3.2.1.-)	BXL7 At1g78060 F28K19.27 F28K19.32
Q9FH03	BGL12_ARATH	reviewed	Beta-glucosidase 12 (AtBGLU12) (EC 3.2.1.21)	BGLU12 At5g42260 K5J14.7
Q9LU02	BGL13_ARATH	reviewed	Beta-glucosidase 13 (AtBGLU13) (EC 3.2.1.21)	BGLU13 At5g44640 K15C23.9
Q9FX21	STT3B_ARATH	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Protein STAUROSPORIN AND TEMPERATURE SENSITIVE 3-LIKE B)	STT3B At1g34130 F12G12.5
P59833	UGPI3_ARATH	reviewed	Uncharacterized GPI-anchored protein At5g19250	At5g19250 T24G5.150
O64810	SCP10_ARATH	reviewed	Serine carboxypeptidase-like 10 (Sinapoylglucose--anthocyanin acyltransferase) (Sinapoylglucose--anthocyanin sinapoyltransferase) (SAT) (EC 2.3.1.-)	SCPL10 SAT At2g23000 F21P24.6
Q9LV72	GLR12_ARATH	reviewed	Glutamate receptor 1.2 (Ligand-gated ion channel 1.2)	GLR1.2 At5g48400 MJE7.3
Q9LV68	Q9LV68_ARATH	unreviewed	Pectinesterase-like protein	
F4JY11	CAND7_ARATH	reviewed	Protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 7 (AtCand7)	CAND7 At5g18520 T28N17.5
Q9C907	GDPD5_ARATH	reviewed	Glycerophosphodiester phosphodiesterase GDPD5 (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase 5) (ATGDPD5)	GDPD5 At1g74210 F1O17.12
O23153	O23153_ARATH	unreviewed	Putative amidase	
Q9LY24	Q9LY24_ARATH	unreviewed	Putative amidase	T2I1_70
Q0WR63	Q0WR63_ARATH	unreviewed	Putative amidase	
Q8H7I0	Q8H7I0_ARATH	unreviewed	Uncharacterized protein	
Q8LFS9	Q8LFS9_ARATH	unreviewed	Uncharacterized protein (Fragment)	
Q93WB8	Q93WB8_ARATH	unreviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	At3g13410
O65440	BAME3_ARATH	reviewed	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3 (EC 2.7.11.1) (Protein BARELY ANY MERISTEM 3)	BAM3 At4g20270 F1C12.190
Q38980	Q38980_ARATH	unreviewed	Protein kinase catalytic domain (Fragment)	AK15
Q93Z38	TAR4_ARATH	reviewed	Tryptophan aminotransferase-related protein 4 (EC 2.6.1.-)	TAR4 At1g34060 F12G12.12 F12G12.150
Q9SJP2	FUT4_ARATH	reviewed	Probable fucosyltransferase 4 (AtFUT4) (EC 2.4.1.-)	FUT4 At2g15390 F26H6.9
Q9C7F7	LTPG1_ARATH	reviewed	Non-specific lipid transfer protein GPI-anchored 1 (AtLTPG-1) (Protein LTP-GPI-ANCHORED 1)	LTPG1 At1g27950 F13K9.6
F4KCC2	PRT6_ARATH	reviewed	E3 ubiquitin-protein ligase PRT6 (EC 2.3.2.27) (Protein GREENING AFTER EXTENDED DARKNESS 1) (Protein PROTEOLYSIS 6) (RING-type E3 ubiquitin transferase PRT6)	PRT6 CER3 GED1 At5g02310/At5g02300 T1E22.70/T1E22.60
Q9M356	Q9M356_ARATH	unreviewed	Eukaryotic aspartyl protease family protein	F15G16.210 At3g61820 F21F14.7
Q94BT8	Q94BT8_ARATH	unreviewed	AT3g61820/F15G16_210	
Q9FLT6	Q9FLT6_ARATH	unreviewed	Dbj|BAA95751.1	MAC9.3 MAC9_3 At5g61720
Q0WRX3	SCP40_ARATH	reviewed	Serine carboxypeptidase-like 40 (EC 3.4.16.-)	SCPL40 At3g63470 MAA21.100
Q8L4B0	GAUTF_ARATH	reviewed	Probable galacturonosyltransferase 15 (EC 2.4.1.-)	GAUT15 At3g58790 T20N10.140
O49686	PYR1_ARATH	reviewed	Abscisic acid receptor PYR1 (ABI1-binding protein 6) (Protein PYRABACTIN RESISTANCE 1) (Regulatory components of ABA receptor 11)	PYR1 ABIP6 RCAR11 At4g17870 T6K21.50
Q8LFM3	Q8LFM3_ARATH	unreviewed	Pectinesterase-like protein	
Q8LPS9	Q8LPS9_ARATH	unreviewed	AT5g66920/MUD21_18 (SKU5 similar 17)	sks17 MUD21.18 MUD21_18 SKU5 similar 17 At5g66920
Q9FKY9	Q9FKY9_ARATH	unreviewed	Pectinesterase like protein	
Q9ZSJ0	RGXT2_ARATH	reviewed	UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase (EC 2.4.2.-) (Rhamnogalacturonan xylosyltransferase 2)	RGXT2 At4g01750 T15B16.9 T7B11.1
Q9ZSJ2	RGXT1_ARATH	reviewed	UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase 1 (EC 2.4.2.-) (Rhamnogalacturonan xylosyltransferase 1)	RGXT1 At4g01770 T15B16.8 T7B11.3
Q9LTW0	ALIS1_ARATH	reviewed	ALA-interacting subunit 1 (AtALIS1) (ALA3 beta-subunit 1)	ALIS1 At3g12740 MBK21.12
Q9FHQ1	GDL80_ARATH	reviewed	GDSL esterase/lipase At5g37690 (EC 3.1.1.-) (Extracellular lipase At5g37690)	At5g37690 K12B20.17
Q8RXK7	PME41_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 41 [Includes: Pectinesterase inhibitor 41 (Pectin methylesterase inhibitor 41); Pectinesterase 41 (PE 41) (EC 3.1.1.11) (AtPMEpcrB) (Pectin methylesterase 41) (AtPME41)]	PME41 ARATH41 At4g02330 T14P8.14
C0LGX1	Y5524_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At5g65240 (EC 2.7.11.1)	At5g65240 MQN23.19
Q9LJN4	BXL5_ARATH	reviewed	Probable beta-D-xylosidase 5 (AtBXL5) (EC 3.2.1.-)	BXL5 At3g19620 MMB12.15
Q9SV04	SCP36_ARATH	reviewed	Serine carboxypeptidase-like 36 (EC 3.4.16.-)	SCPL36 At3g52000 F4F15.110
Q9LJW2	CRR13_ARATH	reviewed	Putative cysteine-rich repeat secretory protein 13	CRRSP13 At3g29040 MRI12.2
O81746	O81746_ARATH	unreviewed	Pectin lyase-like superfamily protein	At4g23500 F16G20.200 F16G20_200
Q8RY67	WAKLO_ARATH	reviewed	Wall-associated receptor kinase-like 14 (EC 2.7.11.-)	WAKL14 At2g23450 F26B6.10
Q9FKV2	BBE23_ARATH	reviewed	Berberine bridge enzyme-like 23 (AtBBE-like 23) (EC 1.1.1.-)	At5g44360 K9L2.15
Q8H7B1	Q8H7B1_ARATH	unreviewed	Uncharacterized protein (Fragment)	
Q9T069	Q9T069_ARATH	unreviewed	Transmembrane protein	At4g37820 At4g37820/T28I19_100 T28I19.100 T28I19_100
Q9SJH6	RLP29_ARATH	reviewed	Receptor like protein 29 (AtRLP29)	RLP29 At2g42800 F7D19.20
Q94CD8	E134_ARATH	reviewed	Glucan endo-1,3-beta-glucosidase 4 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 4) ((1->3)-beta-glucanase 4) (Beta-1,3-endoglucanase 4) (Beta-1,3-glucanase 4)	At3g13560 MRP15.22
C0Z3I1	C0Z3I1_ARATH	unreviewed	AT3G13560 protein	At3g13560
Q9SIE7	PLAT2_ARATH	reviewed	PLAT domain-containing protein 2 (AtPLAT2) (PLAT domain protein 2)	PLAT2 At2g22170
Q9LPZ9	SD113_ARATH	reviewed	G-type lectin S-receptor-like serine/threonine-protein kinase SD1-13 (EC 2.7.11.1) (Calmodulin-binding receptor-like protein kinase 1) (Receptor-like protein kinase 2) (S-domain-1 (SD1) receptor kinase 13) (SD1-13)	SD113 CBRLK1 RKS2 At1g11350 T23J18.2
Q9M9Q6	SCP50_ARATH	reviewed	Serine carboxypeptidase-like 50 (EC 3.4.16.-)	SCPL50 At1g15000 T15D22.4 T15D22.7
Q9LVQ2	Q9LVQ2_ARATH	unreviewed	Retroelement pol polyprotein-like	
Q9ZVW0	Q9ZVW0_ARATH	unreviewed	Putative retroelement pol polyprotein	At2g07010
Q9SF94	GDL50_ARATH	reviewed	GDSL esterase/lipase At3g09930 (EC 3.1.1.-) (Extracellular lipase At3g09930)	At3g09930 F8A24.1 T22K18.26
P25856	G3PA1_ARATH	reviewed	Glyceraldehyde-3-phosphate dehydrogenase GAPA1, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 1)	GAPA1 GAPA At3g26650 MLJ15.4 MLJ15_5
Q570E5	Q570E5_ARATH	unreviewed	Glyceraldehyde 3-phosphate dehydrogenase A subunit	At3g26650
Q71V79	Q71V79_ARATH	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase A subunit (Fragment)	GapA
P25857	G3PB_ARATH	reviewed	Glyceraldehyde-3-phosphate dehydrogenase GAPB, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase B)	GAPB At1g42970 F13A11.3
Q41185	Q41185_ARATH	unreviewed	Glyceraldehyde-3-phosphate-dehydrogenase subunit GapB (Fragment)	gapB
Q9LPW0	G3PA2_ARATH	reviewed	Glyceraldehyde-3-phosphate dehydrogenase GAPA2, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2)	GAPA2 At1g12900 F13K23.15
Q94AI8	Q94AI8_ARATH	unreviewed	Expp1 protein	At3g11800
Q9SF18	Q9SF18_ARATH	unreviewed	F26K24.9 protein	F26K24.9
Q9ASS4	Y5838_ARATH	reviewed	Probably inactive leucine-rich repeat receptor-like protein kinase At5g48380	At5g48380 K23F3.10 MJE7.1
A5YWN3	A5YWN3_ARATH	unreviewed	AMP1 (Fragment)	
A5YWN4	A5YWN4_ARATH	unreviewed	AMP1 (Fragment)	
A5YWN9	A5YWN9_ARATH	unreviewed	AMP1 (Fragment)	
A5YWP1	A5YWP1_ARATH	unreviewed	AMP1 (Fragment)	
A5YWQ4	A5YWQ4_ARATH	unreviewed	AMP1 (Fragment)	
Q9M1S8	GCP2_ARATH	reviewed	Probable glutamate carboxypeptidase AMP1 (EC 3.4.17.21) (Probable glutamate carboxypeptidase 2) (Probable glutamate carboxypeptidase II) (Protein ALTERED MERISTEM PROGRAM 1) (AtAMP1) (Protein CONSTITUTIVE MORPHOGENESIS 2) (Protein HAUPTLING) (Protein MULTIFOLIA) (Protein PRIMORDIA TIMING)	AMP1 COP2 HPT MFO1 PT At3g54720 T5N23_80
Q9LKB2	Q9LKB2_ARATH	unreviewed	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein	At3g14920
O65385	O65385_ARATH	unreviewed	F12F1.19 protein	F12F1.19
Q8GYH0	Q8GYH0_ARATH	unreviewed	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (Glycosyltransferase)	At1g11940 At1g11940/F12F1_19 AT1G11940 F12F1.19 F12F1_19
O81906	B120_ARATH	reviewed	G-type lectin S-receptor-like serine/threonine-protein kinase B120 (EC 2.7.11.1)	B120 At4g21390 F18E5.10 T6K22.120
Q9SFU3	PPA15_ARATH	reviewed	Purple acid phosphatase 15 (EC 3.1.3.-) (EC 3.1.3.2) (Phytase)	PAP15 AT1 At3g07130 T1B9.21
Q9FHL8	Q9FHL8_ARATH	unreviewed	Disease resistance protein-like (Leucine-rich repeat (LRR) family protein)	At5g23400 K19M13.1 K19M13_1
Q9SN80	Q9SN80_ARATH	unreviewed	Leucine-rich repeat protein kinase family protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor kinase) (Receptor-kinase like protein)	F1P2.130 LRR-RLK At3g47580
Q8H166	ALEU_ARATH	reviewed	Thiol protease aleurain (AtALEU) (EC 3.4.22.16) (Senescence-associated gene product 2)	ALEU AALP SAG2 At5g60360 MUF9.1
B9DG56	B9DG56_ARATH	unreviewed	AT5G60360 protein	At5g60360
A8MQZ1	A8MQZ1_ARATH	unreviewed	Aleurain-like protease	ALP AALP aleurain-like protease MUF9.4 MUF9_4 SAG2 SENESCENCE ASSOCIATED GENE2 At5g60360
P82746	DF153_ARATH	reviewed	Defensin-like protein 153 (Low-molecular-weight cysteine-rich protein 31) (Protein LCR31)	LCR31 At1g28335 F3H9
A7REE6	A7REE6_ARATH	unreviewed	Uncharacterized protein	
Q9SJZ2	PER17_ARATH	reviewed	Peroxidase 17 (Atperox P17) (EC 1.11.1.7) (ATP25a)	PER17 P17 At2g22420 F14M13.18
Q39119	VPEG_ARATH	reviewed	Vacuolar-processing enzyme gamma-isozyme (EC 3.4.22.34) (Asparaginyl endopeptidase gamma-VPE) (Gamma-VPE)	At4g32940 F26P21.60
Q9C823	Y1523_ARATH	reviewed	C-type lectin receptor-like tyrosine-protein kinase At1g52310 (EC 2.7.10.1)	At1g52310 F19K6.8
Q8LDW6	ENDO3_ARATH	reviewed	Endonuclease 3 (AtENDO3) (EC 3.1.30.1) (Deoxyribonuclease ENDO3) (Single-stranded-nucleate endonuclease ENDO3)	ENDO3 At4g21590 F17L22.50 F18E5.210
Q9SVN2	RLP47_ARATH	reviewed	Receptor-like protein 47 (AtRLP47)	RLP47 At4g13810 F18A5.200
Q8RXQ6	Q8RXQ6_ARATH	unreviewed	Disease resistance like protein (Leucine-rich repeat (LRR) family protein) (Putative disease resistance protein)	At4g13820 F18A5.210 F18A5_210
Q9SVM3	RLP49_ARATH	reviewed	Receptor-like protein 49 (AtRLP49)	RLP49 At4g13900 F18A5.290
Q9SVN1	Q9SVN1_ARATH	unreviewed	Putative disease resistance protein	F18A5.210 At4g13820
Q9SVM2	Q9SVM2_ARATH	unreviewed	Putative disease resistance protein	F18A5.300 At4g13910
Q9FF72	Q9FF72_ARATH	unreviewed	At5g05020 (Gb|AAC78534.1) (Pollen Ole e 1 allergen and extensin family protein)	MUG13.12 MUG13_12 At5g05020
F4JKK0	SUD1_ARATH	reviewed	Probable E3 ubiquitin ligase SUD1 (EC 2.3.2.27) (Protein ECERIFERUM 9) (Protein SUPPRESSOR OF DRY2 DEFFECTS 1) (AtSUD1) (RING-type E3 ubiquitin transferase SUD1) (RING/U-box domain-containing protein)	SUD1 CER9 At4g34100 F28A23.140
Q8GXC3	Q8GXC3_ARATH	unreviewed	Uncharacterized protein At4g34100/F28A23_140	At4g34100/F28A23_140
Q9FIU7	BGL41_ARATH	reviewed	Putative beta-glucosidase 41 (AtBGLU41) (EC 3.2.1.21)	BGLU41 At5g54570 MRB17.7
P92976	SSL11_ARATH	reviewed	Protein STRICTOSIDINE SYNTHASE-LIKE 11 (AtSSL11) (EC 4.3.3.2) (Strictosidine synthase 12) (AtSS12) (Strictosidine synthase 3) (SS-3)	SSL11 SS12 SS3 At1g74000 F2P9.13
Q9FZE0	BGL40_ARATH	reviewed	Beta-glucosidase 40 (AtBGLU40) (EC 3.2.1.21)	BGLU40 At1g26560 T1K7.7
Q9LVL1	PER68_ARATH	reviewed	Peroxidase 68 (Atperox P68) (EC 1.11.1.7)	PER68 P68 At5g58400 MCK7.27
Q8RWV0	TKTC1_ARATH	reviewed	Transketolase-1, chloroplastic (TK) (EC 2.2.1.1)	TKL-1 At3g60750 T4C21_160
Q8LFP2	Q8LFP2_ARATH	unreviewed	Prolamin_like domain-containing protein	
Q9C7B7	Q9C7B7_ARATH	unreviewed	Uncharacterized protein T21B14.17	T21B14.17
Q9LHM2	Q9LHM2_ARATH	unreviewed	ECA1 gametogenesis family protein (DUF784)	MEC18.12 At3g11990
Q9ZQC2	Q9ZQC2_ARATH	unreviewed	Putative receptor-like protein kinase	At2g37050
C0LGM1	C0LGM1_ARATH	unreviewed	Leucine-rich repeat protein kinase family protein (Leucine-rich repeat receptor-like protein kinase) (Fragment)	LRR-RLK At2g37050 T2N18.19 T2N18_19
Q84WP2	Q84WP2_ARATH	unreviewed	Putative receptor protein kinase	
Q7Y228	LAMP1_ARATH	reviewed	Probable glutamate carboxypeptidase LAMP1 (EC 3.4.17.21) (Protein LIKE AMP1)	LAMP1 At5g19740
Q8LE01	Q8LE01_ARATH	unreviewed	Polygalacturonase, putative	
Q94C86	Q94C86_ARATH	unreviewed	Pectin lyase-like superfamily protein (Putative polygalacturonase)	At3g16850
Q9LRY8	Q9LRY8_ARATH	unreviewed	Polygalacturonase-like protein	
Q9ZVI7	GAUT7_ARATH	reviewed	Probable galacturonosyltransferase 7 (EC 2.4.1.-) (Like glycosyl transferase 7)	GAUT7 JS33 LGT7 At2g38650 T6A23.15
Q3YIE2	Q3YIE2_ARATH	unreviewed	At1g19710 (Fragment)	
Q3YIE7	Q3YIE7_ARATH	unreviewed	At1g19710 (Fragment)	
Q67Z55	Q67Z55_ARATH	unreviewed	At1g19710 (Glycosyltransferase) (UDP-Glycosyltransferase superfamily protein)	At1g19710 AT1G19710 F14P1.19 F14P1_19
Q9FXG9	Q9FXG9_ARATH	unreviewed	F6F9.24 protein	F6F9.24
Q9SUN6	SBT22_ARATH	reviewed	Subtilisin-like protease SBT2.2 (EC 3.4.21.-) (Subtilase subfamily 2 member 2) (AtSBT2.2)	SBT2.2 At4g20430 F9F13.80
Q8VY56	Q8VY56_ARATH	unreviewed	Gamma interferon responsive lysosomal thiol (GILT) reductase family protein	At4g12870 T20K18.220 T20K18_220
Q9STZ9	Q9STZ9_ARATH	unreviewed	Uncharacterized protein AT4g12870 (Uncharacterized protein T20K18.220)	T20K18.220 At4g12870
Q9XI10	Q9XI10_ARATH	unreviewed	DPP6 N-terminal domain-like protein (F8K7.10 protein)	At1g21680 F8K7.10 F8K7_10
O22941	IDE1_ARATH	reviewed	Insulin-degrading enzyme-like 1, peroxisomal (EC 3.4.24.-) (Insulysin-like 1) (Peroxisomal M16 protease) (Zinc-metallopeptidase)	PXM16 At2g41790 T11A7.11
Q9LV33	BGL44_ARATH	reviewed	Beta-glucosidase 44 (AtBGLU44) (EC 3.2.1.21)	BGLU44 At3g18080 MRC8.20
Q9LV34	BGL43_ARATH	reviewed	Beta-glucosidase 43 (AtBGLU43) (EC 3.2.1.21)	BGLU43 At3g18070 MRC8.6
Q501D6	OFT14_ARATH	reviewed	O-fucosyltransferase 14 (O-FucT-14) (EC 2.4.1.-) (O-fucosyltransferase family protein)	OFUT14 GT68 At1g53770 F22G10.23 T18A20.22
Q9ZV52	EGC2_ARATH	reviewed	EG45-like domain containing protein 2 (Plant natriuretic peptide A) (AtEXPR3) (AtPNP-A) (Ath-ExpGamma-1.2)	EGC2 EXPR3 PNP-A At2g18660 MSF3.4
Q8H7B3	Q8H7B3_ARATH	unreviewed	Malectin_like domain-containing protein (Fragment)	
Q9C8I7	Q9C8I7_ARATH	unreviewed	Receptor protein kinase, putative	F19C24.2
Q9FZB9	Q9FZB9_ARATH	unreviewed	Uncharacterized protein T14L22.1 (Fragment)	T14L22.1
Q9FMJ5	Q9FMJ5_ARATH	unreviewed	C2H2-type domain-containing protein	
Q8VZP2	Q8VZP2_ARATH	unreviewed	C2H2-like zinc finger protein (Zinc finger-like protein)	MDC12.25 MDC12_25 At5g63280
Q9LJK1	FUT11_ARATH	reviewed	Glycoprotein 3-alpha-L-fucosyltransferase A (EC 2.4.1.214) (Core alpha-(1,3)-fucosyltransferase) (Fuc-T C3) (FucT1) (FucTA) (Fucosyltransferase 11) (AtFUT11)	FUT11 At3g19280 MVI11.20
Q4VWQ8	Q4VWQ8_ARATH	unreviewed	Alpha 1,3 fucosyltransferase	
Q50HM8	Q50HM8_ARATH	unreviewed	Core alpha 1,3-fucosyltransferase (EC 2.4.1.214) (Fragment)	
Q50HM9	Q50HM9_ARATH	unreviewed	Alpha 1, 3 fucosyltransferase-like protein	
Q9M8Y5	LTL1_ARATH	reviewed	GDSL esterase/lipase LTL1 (EC 3.1.1.-) (Extracellular lipase LTL1) (Lithium-tolerant lipase 1) (AtLTL1) (Li-tolerant lipase 1)	LTL1 At3g04290 T6K12.9
Q9LZC5	GDL73_ARATH	reviewed	GDSL esterase/lipase At5g03820 (EC 3.1.1.-) (Extracellular lipase At5g03820)	At5g03820 F8F6.30 MED24.12
Q9LPZ3	Y1141_ARATH	reviewed	G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410 (EC 2.7.11.1)	At1g11410 T23J18.8
Q66GN2	LRK64_ARATH	reviewed	Lectin-domain containing receptor kinase VI.4 (LecRK-VI.4) (EC 2.7.11.1) (Lectin receptor kinase A4.3)	LECRK64 LECRKA4.3 At5g01560 F7A7.80
Q9FMI2	Q9FMI2_ARATH	unreviewed	Leucine-rich repeat protein kinase family protein (Leucine-rich repeat receptor-like protein kinase) (Receptor kinase-like protein)	MMG4.2 LRR-RLK MMG4_2 At5g43020
Q9FZ59	PEPR2_ARATH	reviewed	Leucine-rich repeat receptor-like protein kinase PEPR2 (EC 2.7.11.1) (Elicitor peptide 1 receptor 2) (PEP1 receptor 2)	PEPR2 At1g17750 F11A6.9
Q9SZB5	Q9SZB5_ARATH	unreviewed	Uncharacterized protein AT4g33380 (Uncharacterized protein F17M5.140)	F17M5.140 At4g33380
Q8VZI6	Q8VZI6_ARATH	unreviewed	AT4g33380/F17M5_140 (Dimethylallyl, adenosine tRNA methylthiotransferase)	At4g33380 F17M5.140 F17M5_140
Q7X8C5	WAKLB_ARATH	reviewed	Wall-associated receptor kinase-like 2 (EC 2.7.11.-)	WAKL2 At1g16130 T24D18.21
F4HYR4	OFT15_ARATH	reviewed	O-fucosyltransferase 15 (O-FucT-15) (EC 2.4.1.-) (O-fucosyltransferase family protein)	OFUT15 At1g62330 F24O1.5
Q96520	PER12_ARATH	reviewed	Peroxidase 12 (Atperox P12) (EC 1.11.1.7) (ATP4a) (PRXR6)	PER12 P12 At1g71695 F14O23.6 F26A9.5
Q570F0	Q570F0_ARATH	unreviewed	Peroxidase (EC 1.11.1.7) (Fragment)	At1g71695
